video_id,title,description,published_at,channel_id,channel_title,category_id,tags,duration,definition,caption,view_count,like_count,dislike_count,favorite_count,comment_count
6BrbN-2nOJI,"Kadhaipoma'2 | Chapter - 7 Teaser | Thodu Vaanam | Ft NP, Preetha | BlackSheep Studios","Kadhaipoma'2 | Chapter - 7 Teaser | Thodu Vaanam | Ft NP, Preetha | BlackSheep Studios
#blacksheepstudios #np #preetha #kadhaipoma2  #thoduvaanam #chapter7  #love #loveseries 

Artist 
https://www.instagram.com/narendraprasath_np?
https://www.instagram.com/itspreetha_official?

Director
https://www.instagram.com/hariharran_babu?

Cinematographer
https://www.instagram.com/vijayfredrick_secrets?

Edit
https://www.instagram.com/editor_tamil?

Music
https://www.instagram.com/manikandan_murali?

Direction Team
https://www.instagram.com/delvinrohith?
https://www.instagram.com/words_of_madhesh/
https://www.instagram.com/arunantony_75?
Sivalingam

Cinematography team
https://www.instagram.com/yuvaraj_dop?
https://www.instagram.com/m.a.n.i.g.a.n.d.a.n?
https://www.instagram.com/karthik_marimuthu_official?

Music Team
https://www.instagram.com/manikandan_murali?
https://www.instagram.com/arunvallalar?
https://www.instagram.com/ajithvo_?

Sound Engineer
Dinesh D

DI
https://www.instagram.com/i_color_ist?

Designs
https://www.instagram.com/shalomkingsoffl?

Social Media 
https://www.instagram.com/anbu_ak__?
https://www.instagram.com/gokul.t__/

Makeup 
https://www.instagram.com/azalea_makeover_divi/
___________________________________
This Video May Include Promotional Contents. Blacksheep shall not be liable for any direct, indirect or consequential losses occured out of the contents in the ad. Therefore , use of any information from the ad is at viewer’s own risk.
___________________________________
Blacksheep Value OTT:
Download Blacksheep Value App Playstore Link : https://rb.gy/fj5hfm

Download Blacksheep Value Appstore Link : 
https://apple.co/3QVKe9I

**********************************

BlackSheep Studios is another venture from Team Blacksheep.
2016 is where it all started. With just a single subscriber and a bunch of creative atti who wanted to bring out the best of entertainment and Blacksheep is the product. The exclusive shows and interesting webseries and vlogs captivated the hearts of the audience which later positioned Blacksheep as the face of Youtube record setters! We have always created a trend and have been a frontrunner in this sector. Branching out to various sister channels and many new innovative ideas, Blacksheep has seamlessly and is incessantly working to provide the best of entertainment with our very own BS Faces who are in each and every household. 
___________________________________
Watch our other channels 
Blacksheep : https://www.youtube.com/c/BlackSheepTamil
Blacksheep Go : https://www.youtube.com/channel/UCkLHrdpCoa_jIgySl1a02tQ
Blacksheep Cinemas : https://www.youtube.com/channel/UC4cgYeDhc_jmP9Nf2zESowg
.
Website : blacksheepindia.com 
Contact : 044-69095023 , 044-69095055
Mail Id : reach@blacksheepindia.com
___________________________________

In Association with DIVO - Digital Partner
Website - http://web.divo.in/
Instagram - https://www.instagram.com/divomovies/
Facebook - http://www.facebook.com/divomovies
Twitter - https://twitter.com/divomovies",2024-08-29T12:30:08Z,UCKoQ57VjNbcx9LEfVvTLBdQ,BlackSheep Studios,24,"['BlackSheep', 'BlackSheep Studios', 'BlackSheep Studios channel', 'web series', 'tamil web series', 'series', 'web series tamil', 'tamil series', 'kadhaippoma season 2', 'kadhaipoma season 2', 'kadhaippoma', 'kadhaipoma', 'short film tamil', 'kadhaippoma season 1', 'np preetha short film', 'kathaipoma episode', 'kadhaipoma season 1', 'love series', 'trending', 'Kadhaipoma season 2', 'NP', 'preetha', 'kadhaipoma series', 'love', 'np preetha', 'love tamil series', 'imaye imaye', 'imaye imaye series', 'chapter 7', 'kadhaipoma part 7', 'teaser']",PT1M53S,hd,false,307240,21411,0,0,439
0ksXc0s5f78,#ChempaneerPoovuPromo നിറഞ്ഞ സന്തോഷങ്ങളിലൂടെ ചെമ്പനീർ പൂവ്,"#ChempaneerPoovuPromo ഒരു ഭാര്യയുടെ നിറമാർന്ന സ്വപ്നസാക്ഷാത്കാരങ്ങളിലൂടെ നിറഞ്ഞ സന്തോഷങ്ങളിലൂടെ ചെമ്പനീർ പൂവ് 

Chempaneer Poovu || Mon to Sat at 7:30 PM || Asianet

Revathy, a middle-class girl striving for her family, collides with Sachi, an arrogant justice seeker. What happens when their paths cross ?

#ChempaneerPoovu #AsianetSerials #PrimeTimeSerials #Asianet",2024-08-31T16:17:03Z,UCp_r6Z-Oh0YTf-ym71z5Nqg,Asianet,24,"['Arun', 'Asianet Serial', 'Asianet Serials', 'Chempaneer Poovu', 'Chempaneer Poovu Asianet', 'Chempaneer Poovu Full Episode', 'Chempaneer Poovu Hotstar', 'Chempaneer Poovu Latest Episode', 'Chempaneer Poovu Serial', 'Chempaneerpoovu', 'Entertainment', 'Family', 'Fun', 'Gomathipriya', 'KPAC Saji', 'Mega Serial', 'Revathy', 'Romance', 'Sachi', 'Watch Chempaneer Poovu Serial']",PT40S,hd,false,470197,8571,0,0,460
HNTa2IzL5-0,The Story Of Durga Begins | Durga,"Barso se chali aa rahi reet ko sapno se todne, aa rahi hai Durga apni kismat badalne

Dekhiye #Durga 16th September se, shaam 7:40 baje sirf #colorstv aur #JioCinema par.

#PranaliRathod #AashayMishra #IndiraKrishna",2024-08-28T17:09:35Z,UCLNItyVW0epTrMVA3DxQglg,Colors,24,[],PT1M,hd,false,1567354,22280,0,0,485
Ihsjy8ikmNg,నేను 12KGs తగ్గడానికి కారణం ఇదే || Madam Anthe || Strikers,"V Spark'el Wellness Clinic*

Services : Weight Loss, Cosmetic, Permanent Makeup.
Contact : 9393255516/9393255515.
Address : Madhapur Pride, 4th Floor, Madhapur Rd, Opp. Metro Pillar No. 1722, Madhapur, Hyderabad, Telangana 500081.    

#MadamAnthe #SreevaniVlogs #Strikers 

నేను 12KGs తగ్గడానికి కారణం ఇదే || Madam Anthe || Strikers

Follow Us on -
Follow Me on Instagram 👉 https://www.instagram.com/k.sreevani
Follow Vikram Aditya Reddy on Instagram 👉 https://instagram.com/vikramaditya1625
Follow Rajanandini on Instagram 👉 https://www.instagram.com/k_rajanandini/
------------------------
For Branding and Collaborations:

Mail us @ sandeep@strikersdigital.com

LinkedIn - https://www.linkedin.com/in/sandeep-miryala-0a348686

Call us @ 9553191194",2024-08-30T11:54:59Z,UCVh3tWYARk8wRw8EqjNL6rw,Madam Anthe,22,"['madam anthe', 'madam anthe channel', 'actress sreevani', 'madam anthe youtube channel', 'Sreevani', 'Sreevani Vlogs', 'madam anthe vlogs', 'madam anthe home tour', 'madam anthe sreevani', 'madam anthe actress sreevani', 'actress sreevani latest videos', 'madam anthe latest videos', 'sreevani home tour', 'sreevani Latest videos', 'Sreevani latest Vlogs']",PT34M28S,hd,false,413640,4703,0,0,280
7ZmjnBkXcEQ,SHO SAAB | Official Trailer | Original Web Series by Lalit Shokeen,"Episodes starts streaming on our Youtube Channel from 4th September. New Stories every episode! Full of Suspense, Comedy and Drama #lalitshokeen #shosaab #officialtrailer 

Written and Directed by Lalit Shokeen
DOP: Himanshu Tyagi
Editor: Lalit Shokeen
Thumbnail: @graphitealive

Contact for promotions and business enquiries:
Email: lshokeenfilms@gmail.com
            lalit.shokeen@gmail.com

Follow us for daily updates:
INSTAGRAM  @lalitshokeen1515
Facebook Page: LShokeen Films
Twitter @lalitshokeen

Intense Suspense by Audionautix is licensed under a Creative Commons Attribution 4.0 license. https://creativecommons.org/licenses/by/4.0/

Hidden Agenda by Kevin MacLeod is licensed under a Creative Commons Attribution 4.0 license. https://creativecommons.org/licenses/by/4.0/",2024-09-01T05:27:46Z,UCsLOXfgwzeLAl9E-6Flu3Bg,LShokeen Films,24,"['lalit shokeen', 'sho saab', 'official trailer', 'haryana', 'haryanvi', 'lalit shokeen latest video']",PT1M46S,hd,false,27846,1912,0,0,224
kaYnpCAy8EM,Yeh Rishta Kya Kehlata Hai NEW PROMO: 2nd September 2024 |,"Yeh Rishta Kya Kehlata Hai 2nd September 2024 Full Episode Today Promo: Vidya Hui Abhira Se Naraaz, Ruhi Ka Plan Hua Kamyaab | Star Plus #samridhiishukla #rohitpurohit #yehrishtakyakehlatahai    
 #pressnewstv - first hand account of news videos in Hindi, Telly Updates, Bollywood News 2024, Celebrity News, Trending Stories, Social Media Buzz, Exclusive Interview & more.  
Follow #PNTV & Stay Updated!  
►Subscribe us on YouTube at https://www.youtube.com/@pressnewstv
►Follow on Facebook @ https://www.facebook.com/pressnewstv
►Follow on Instagram @ https://www.instagram.com/pressnewstv
►Follow On Twitter  @ https://twitter.com/pressnewstv",2024-09-02T01:30:14Z,UC2tRhjkebu5aSo0IYcTtX2Q,pressnews tv,24,"['yrkkh new twist', 'yeh rishta kya kehlata hai', 'yrkkh update', 'yeh rishta kya kehlata hai latest update', 'Yeh Rishta Kya Kehlata Hai Today Full Episode', 'Yeh Rishta Kya Kehlata Hai Today Episode', 'Yeh Rishta Kya Kehlata Hai 2nd September 2024 full episode', 'Yeh Rishta Kya Kehlata Hai full episode', 'yeh rishta kya kehlata hai new episode', 'akshara', 'abhimanyu', 'pranali rathod', 'harshad rathod', 'yeh rishta kya kehlata hai leap promo']",PT1M,hd,false,286682,2916,0,0,27
sUxqG4RWeNs,ABSHINTE കല്ല്യാണം 🥰♥️ | ENGLISH CAFE |,".
.

#travel  #solo  #watchonceuwillloveit  #deadpool  #youtubeshorts  #dance    #kozhikode  #ayishashafrin  #ayisha  #calicut  #englishcafe  #fashion  #fashionstyle  #jawan  #kerala   #malayalam  #kalotsavam  #oppana  #bestoppana  #manavati  #oppanappatt #awesome #oppana  #kalyanam #bestvideo #shorts #abshitha #malayalam  
#trip #englishcafe #ayisha  




© Copyright for respective owner (s).
Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use. No copyright infringement intended.
Note:
Please don't take down the video if there is any copyright issue.If you have any problem with this content being uploaded please contact for removal.will response immediately.
Email - ayishashafrin4942@gmail.com 
#youtubeshorts #englishcafe #farewell",2024-08-30T14:36:00Z,UCP-vCGJUfjva_hOKVVeeMyw,AYISHA SHAFRIN,22,"['English cafe', 'abshitha', 'bestdance', 'Marriage', 'kalyanam', 'ayisha', 'food', 'best marriage dance', 'best dance', 'kozhikode']",PT8M39S,hd,false,184144,3119,0,0,99
nvPHN5MTaiw,"Jafaa - Ep 15 - [CC] 30th Aug 2024 - Sponsored By Salai, Masterpaints & Ujooba Beauty Cream - HUM TV","UK Audience 🇬🇧 Book Your Tickets Now!! https://hum.tv/ticket-sale/
Danube Properties Dubai presents the Kashmir 9th HUM Awards, Digitally presented by JazzCash.

👉 Subscribe To HUM TV - https://bit.ly/Humtvpk

Jafaa - Ep 15 - [CC] 30th Aug 2024 - Sponsored By Salai, Masterpaints & Ujooba Beauty Cream - HUM TV

Digitally Presented By Salai
Digitally Powered By MasterPaints
Digitally Associated By Ujooba Beauty Cream

Written by Samira Fazal
Directed by Danish Nawaz
Produced by Momina Duraid Productions🎬


#jafaa 
#jafaaep15
#humtv 
#masterpaints 
#salai
#ujoobabeautycream 

#Jafaa #HUMTV #MawraHussain #UsmanMukhtar #SeharKhan #MohibMirza #NadiaAfgan #NaumanMasood #AnamGohar #ZarrarKhan #DanishNawaz #SamiraFazal #MominaDuraid",2024-08-30T16:01:00Z,UCEeEQxm6qc_qaTE7qTV5aLQ,HUM TV,24,"['pakistani serial', 'drama in hindi', 'latest pakistani drama', 'top pakistani drama', 'best pakistani drama', 'pakistani serial 2024', 'pakistani drama 2024 last episode', 'pakistani drama 2024 latest episode', 'pakistani dramas', 'Mawra Hussain', 'drama serial jafaa', 'usman mukhtar drama', 'usman mukhtar', 'sehar khan', 'sehar best dramas', 'jafa ep 15', 'jafa drama', 'Jafaa 15', 'Jafaa Episode 15', 'Jafaa latest Ep 15', 'Jafa', 'Jafaa - Ep 15', 'jafa', 'jafaa', 'jaffa episode 15', 'jafaa episode 15', 'Hum tv']",PT35M30S,hd,true,8389221,151533,0,0,3551
FEMR5alT7CY,"जन्माष्टमी आरती: आरती कुंज बिहारी की, Aarti Kunj Bihari Ki, Krishna Ji Ki Aarti, ANURADHA PAUDWAL","🌹🙏https://youtu.be/FEMR5alT7CY🙏🌹
Subscribe: http://www.youtube.com/tseriesbhakti
Krishna Aarti: Aarti Kunj Bihari Ki
Singer: Anuradha Paudwal
Music Director: Arun Paudwal
Lyrics: Traditional
Album: Aarti Vol.3
Music Label: T-Series

#tseriesbhaktisagar #anuradhapaudwal #aartikunjbihariki #krishnaaarti #krishansongs #krishnajanmashtami #krishnajanmashtami 

If You like the video don't forget to share with others & also share your views.
Stay connected with us!!!
► Subscribe: http://www.youtube.com/tseriesbhakti
► Like us on Facebook: https://www.facebook.com/BhaktiSagarTseries/
► Follow us on Twitter: https://twitter.com/tseriesbhakti",2024-08-26T12:30:12Z,UCaayLD9i5x4MmIoVZxXSv_g,T-Series Bhakti Sagar,10,"['devotional songs', 'bhakti bhajans', 'bhakti songs', 'top devotional songs', 'khatu shyam bhajan', 'krishna bhajans', 'Lord Krishan', 'Shri Krishna Janmastmi', 'krishna pooja', 'T-series Bhakti sagar', 'latest', 'भक्ति', 'krishan janmashtami', 'krishan bhajans', 'jai shri krishna', 'keshav madhav', 'gobind', 'janmashtami', 'कृष्ण भजन', 'krishan ji song', 'जन्माष्टमी भजन', 'kunj', 'bihari', 'कृष्ण', 'krishan', 'krishna', 'janmastami', 'janmashtami 2018', 'kunj bihari aarti', 'कुञ्ज बिहारी', 'कृष्ण आरती', 'krishna janmashtami special bhajan', 'arti']",PT4M28S,hd,true,2613738,22598,0,0,998
qbi7lLFmb-0,UP POLICE RE EXAM CUT OFF 2024 | UP CONSTABLE RE EXAM CUT OFF | UPP RE EXAM CUT OFF 2024 - VIVEK SIR,"UP POLICE RE EXAM CUT OFF 2024 | UP CONSTABLE RE EXAM CUT OFF | UPP RE EXAM CUT OFF 2024 - VIVEK SIR

विवेक सर के WHATSAPP से सभी जल्दी से लिंक पर CLICK करके जुड़े:- WHATSAPP LINK:-Follow the Vivek Sir Exampur😍 channel on WhatsApp: https://whatsapp.com/channel/0029Va5CmT0HQbRxMnkaBh0T

UP कांस्टेबल RE EXAM 2024 CUT OFF का महा सर्वे :-https://docs.google.com/forms/d/e/1FAIpQLScxs9-QaoKGCZ2ZnxMRqwxU21fgkjhwFO25qnszf9LDznFm5Q/viewform

🙏Welcome To Exampur🙏
 ▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
                     📢  Our Special Notes 📚:
 ✅Parishram mahaa batch course from exampur now :-


Link - https://exampuredu.page.link/jzThcXMNKguoxzXZA

Get full UPSI DAROGA BATCH 2024 Course from Exampur Now.
Link - https://exampuredu.page.link/VrSEo7sVLbWqcT2L8

✅Get full Railway NTPC (CBT-1 + CBT-2) TIRANGA BATCH 2024 Course from Exampur Now.
Link - https://exampuredu.page.link/7YH511ciwEdGUmqr9

Get full SSC GD SALAMI BATCH 2024  Course from Exampur Now.
Link - https://exampuredu.page.link/S8yRFdkmy45ukLRy6

Get full RAILWAY FOUNDATION TIRANGA BATCH (RRB NTPC,GROUP-D, ALP) Course from Exampur Now.
Link - https://exampuredu.page.link/W87hUAe7K2ki3FKg6

✅Get full SSC STENOGRAPHER SPECIAL BATCH 2024 Course from Exampur Now.
Link - https://exampuredu.page.link/U6CF52zhV3AuDu6J9

✅RPF  कांस्टेबल, SI, RRB NTPC, GROUP D, ALP, TECHNICIAN NOTES मात्र 499 रुपये में :-https://tapthe.link/5eFFozCue
✅SSC GD 2025, SSC MTS हवलदार NOTES मात्र 499 रुपये में 
:-https://tapthe.link/kMnY-rbeL

✅रेलवे HANDWRITTEN SCIENCE NOTES:-https://tapthe.link/gIoBzr2Ig
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬            .📢Our Courses And Books📚:
 
✅SHANKHNAD COMBO BATCH 2024 (UPC,SSC,RAILWAY,BSF,BIHAR) 699/- FOR OLD STUDENT Course - https://exampuredu.page.link/ez7YkeaFf9TMfc6X8  

✅RPF CONSTABLE/SI SHANKHNAD BATCH 2024  -https://exampuredu.page.link/mD9gorZvY8kXbtEw7

✅SSC MTS SHANKHNAD BATCH 2024   - https://exampuredu.page.link/UQZKgGy8s93Fhck3A

✅SSC CGL(TIER-1+2) SHANKHNAD BATCH 2024  - https://exampuredu.page.link/J3Rv9MgwghSLCoC98

✅SSC GD SHANKHNAD BATCH 2024  - https://exampuredu.page.link/eoaPjMLfa5DUEThV9

✅RRB GROUP-D SHANKHNAD BATCH 2024 - https://exampuredu.page.link/qWzW7TE3YZjekh3j7

✅RRB NTPC (CBT-1+2)SHANKHNAD BATCH 2024- https://exampuredu.page.link/fBMQPiTNgEDabKG58

✅RRB ALP (CBT-1+CBT-2) SHANKHNAD BATCH 2024  - https://exampuredu.page.link/mqzcbtxy35vjMFkQ7

✅BSF ASI/HCM SHANKHNAD BATCH 2024  https://exampuredu.page.link/SfmDa6BKo7LNCXDV9

✅BIHAR CONSTABLE /SI SHANKHNAD BATCH  2024 https://exampuredu.page.link/f3bbL4qcZMkJ2PdH8

✅Railway science notes  book from exampur now :-
Link - https://exampuredu.page.link/2sB1cY4wfvNWVGN48

✅Parcham combo batch 2024 (railway,ssc foundation,upp pac,upp jail warder ) course from exampur now:- 
Link - https://exampuredu.page.link/GqEP6NNXAciMwCB57

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
📢 Our Courses📚:-

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
📢 𝐎𝐮𝐫 Books📚:

✅UP कांस्टेबल RE EXAM NOTES मात्र 499 रुपये में :-https://tapthe.link/8b9qzwTv7L

📢 𝐎𝐮𝐫 𝗡𝗼𝘁𝗲𝘀📚:-
✅Upsi Class Notes Complete Syllabus 18 Notes Book 2022-23 :-https://www.flipkart.com/up-police-constable-15-practice-set/p/itm6aac7cb2c07fe?pid=RBKGMGXAHQNMK3HG

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬🔴विवेक सर OFFICIAL INSTAGRAM ID LINK:-https://www.instagram.com/vivek_sir_.exampur?igsh=MTBqb29wd21ocWEyNA==

🔴 विवेक सर के CLASS के PDF के लिए विवेक सर के टेलीग्राम GROUP को JOIN कीजिये:-https://t.me/VivekSirNotes
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

📥सभी क्लास की 𝐏𝐃𝐅 के लिए 𝐃𝐨𝐰𝐧𝐥𝐨𝐚𝐝 करें Examपुर App📲:-https://shorturl.at/uyBC0
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

👥📲𝐅𝐎𝐋𝐋𝐎𝐖 𝐔𝐒 𝐎𝐍:📲 
📲𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸: https://www.facebook.com/exampurofficial 
📲𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺: https://www.instagram.com/exampurofficial/?hl=en
📲𝗧𝘄𝗶𝘁𝘁𝗲𝗿: https://twitter.com/exampuroficial 
📲𝗟𝗶𝗻𝗸𝗱𝗶𝗻: https://www.linkedin.com/company/exam...
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬

🔴𝐉𝐎𝐈𝐍 𝐎𝐔𝐑 𝐓𝐄𝐋𝐄𝐆𝐑𝐀𝐌 𝐂𝐇𝐀𝐍𝐍𝐄𝐋🔴 
📲परीक्षागढ़: https://t.me/parikshagarh 
📲𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹 𝗧𝗲𝗹𝗲𝗴𝗿𝗮𝗺: https://t.me/exampurofficialtelegram 
📲The Golden Army Current Affairs™©: https://t.mecurrentaffairsviveksir
▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
🆘 Helpline Connect🆘 
☎ साथियों,
किसी भी प्रकार की सहायता के लिए आप Exampur के +91-9355-196665 पर कॉल कर सकते हैं।
📲whatsapp on  8448116245 (https://wa.link/nerwtr)
📧 Email: help@exampur.com
🌎 Website: App.exampur.com

#uppolicereexamcutoff2024 #uppolicereexamsafescore2024 #upconstablereexamcutoff2024 #uppreexamcutoff2024 #uppreexamsafescore2024 #exampur #viveksir",2024-09-01T14:56:31Z,UCgVg6dmZHCxze_ay0bolPew,Examपुर,27,"['exampur', 'up police re exam cut off 2024', 'up police re exam cut off', 'up police cut off 2024', 'up police expected cut off 2024', 'up police re exam safe score', 'up police cut off 2024 expected', 'up police re exam', 'up police cut off', 'up police re exam date 2024', 'up police constable re exam', 'up police re exam date', 'up police re exam strategy', 'up police constable cut off 2024', 'up police safe score 2024', 'up police expected cut off', 'up police cutt off 2024', 'up police re exam safe score 2024']",PT22M25S,hd,false,618587,39535,0,0,2103
nvAJtJKNWFo,Yeh Rishta Kya Kehlata Hai Today Episode NEW PROMO |31st  August 2024 |,"Star Plus YRKKH / Yeh Rishta Kya Kehlata Hai Today NEW PROMO| 31st August 2024 | #yehrishtakyakehlatahai #samridhishukla #rohitpurohit #yrkkh 
➤Subscribe Telly Reporter @ http://bit.do/TellyReporter
⦿SOCIAL MEDIA Links⦿
➤https://www.facebook.com/TellyReporter
➤https://x.com/TellyReporter
➤https://www.instagram.com/TellyReporter
⦿ Follow TellyReporter With #TellyReporter #TellyExclusive",2024-08-31T03:29:47Z,UCVGiG3GcphUyMzNXg2iMN3A,Telly Reporter,24,"['yeh rishta kya kehlata hai', 'yeh rishta kya kehlata hai full episode today', 'yeh rishta kya kehlata hai new promo', 'yrkkh full episode today promo', 'Yeh Rishta Kya Kehlata hain Full Episode Promo 31st August2024', 'star plus yeh rishta kya kehlata hai', 'yeh rishta kya kehlata hai today episode', 'yeh rishta kya kehlata hai 31st august 2024', 'yeh rishta kya kehlata hai today full episode', 'yeh rishta kya kehlata hai aaj ka full episode', 'yrkkh telly reporter', 'yrkkh full episode today']",PT1M,hd,false,1077599,12160,0,0,58
XO8wew38VM8,MILLIONAIRE SONG (Full Video): @YoYoHoneySingh  | GLORY | BHUSHAN KUMAR,"PRESENTING THE FULL VIDEO SONG 'MILLIONAIRE' BY YO YO HONEY SINGH, FROM THE MOST AWAITED ALBUM OF THE YEAR 'GLORY'. 

GULSHAN KUMAR & T-SERIES PRESENTS
BHUSHAN KUMAR'S 'MILLIONAIRE'

#YOYOHONEYSINGH #MILLIONAIRE #GLORY

MAKE YOUR SHORTS ON ""MILLIONAIRE"" NOW👉 https://youtube.com/source/yleXPEPJIgI/shorts

♪Full Song Available on♪ 
JioSaavn: https://bit.ly/3Mgrwa4
Spotify: https://bit.ly/3yQNqxs
Hungama: https://bit.ly/47dulm9
Apple Music: https://bit.ly/4fVLQer
Gaana: https://bit.ly/4fTnPEX
Amazon Prime Music: https://bit.ly/3X0MNcT
Wynk: https://bit.ly/4cIGPTA
YouTube Music: https://bit.ly/473h7Il

SONG CREDITS: 
CAST - YO YO HONEY SINGH  & HEERA SOHHAL
SINGER: YO YO HONEY SINGH  
MUSIC PRODUCER: YO YO HONEY SINGH  
PRIMARY LANGUAGE(S): PUNJABI & ENGLISH  
GENRE: HIP HOP / RAP
LYRICS WRITER: LEO GREWAL  
MUSIC COMPOSER: YO YO HONEY SINGH & LEO GREWAL
RECORDED AT MOSIQI STUDIOS AND LPME STUDIOS, DUBAI.
MASTERED BY - HOMMIE DILLIWALA
MIXING BY -  VINOD VERMA
MUSIC LABEL - T-SERIES

DIRECTOR  : TEJI SANDHU
DOP : SIMON STOLLAND
PRODUCTION :TEN PLUS ONE PRODUCTION UK
YYHS STYLING- AKANKSHA BHAKOO
MUA - JIND KAUR AND TRIPTI 
ASSISTANT DIRECTOR: KARANDEEP SINGH AND SOURAV DHEER 
EDIT : SAMUEL MATON 
COLOURIST: MISHA KIM
LINE PRODUCER - MANDEEP HUNDAL

DIGITAL STRATEGY : RAJDEEP MAYER
DIGITAL MARKETING & PROMOTIONS : RDM MEDIA

Download Song Beat: https://bit.ly/3Cjh24R 

___________________________________
Enjoy & stay connected with us!
👉 Subscribe to T-Series: https://youtube.com/tseries
👉 Like us on Facebook: https://www.facebook.com/tseriesmusic
👉 Follow us on X: https://twitter.com/tseries
👉 Follow us on Instagram: https://instagram.com/tseries.official",2024-08-26T05:30:08Z,UCq-Fj5jknLsUf-MWSy4_brA,T-Series,10,"['tseries', 'tseries songs', 'millionaire', 'millionaire song', 'millionaire song glory', 'millionaire glory', 'yo yo honey singh millionaire song', 'millionaire song honey singh', 'millionaire honey singh song', 'millionaire song yo yo honey singh', 'honey singh millionaire song', 'yo yo honey singh millionaire full song', 'millionaire song full video', 'millionaire full video', 'millionaire song honey singh video', 'yo yo honey singh new song', 'millionaire full song', 'millionaire honey singh song video']",PT3M30S,hd,false,30847561,1686244,0,0,192401
1zQA9aiXfdo,மொட்டமாடி Party-ல Heroines ஆ😱🤔 | Kovai Virundhu Ep-4 | Vj Siddhu Vlogs,"For Business inquiries please contact us :7200571056
Gmail : vjsidduvlogsadv@gmail.com 

#vjsiddhuvlogs #funvlogs #virundhu #boysfun #coimbatore #travelvlog #birthdaycelebration #boysgang #funloaded #kovaivirundhu #coimbatorevirundhu #episode4

___________________________________

Follow My Social Media Pages 

Facebook :- https://www.facebook.com/siddhuvideos?mibextid=LQQJ4d
Instagram :- https://www.instagram.com/vjsiddhu_official/?igshid=OGQ5ZDc2ODk2ZA%3D%3D
Page Instagram :- https://www.instagram.com/vjsiddhu_vlogs/?igshid=MmIzYWVlNDQ5Yg%3D%3D

___________________________________

In Association with DIVO - Digital Partner
Website - http://web.divo.in/
Instagram - https://www.instagram.com/divomovies/
Facebook - http://www.facebook.com/divomovies
Twitter - https://twitter.com/divomovies",2024-08-30T09:30:08Z,UCJcCB-QYPIBcbKcBQOTwhiA,Vj Siddhu Vlogs,22,"['Vj Siddhu Vlogs', 'Vj Siddhu Vlogs Youtube channel', 'Vj Siddhu Vlogs channel', 'Siddhu', 'Siddhu vlogs', 'Siddhu channel', 'Vj Siddhu channel', 'Vj Siddhu', 'Siddhu latest videos', 'Vj Siddhu Vlogs latest', 'Vlogs', 'Vlog', 'fun panrom vlogs', 'sidhu vlogs', 'siddhu vlogs', 'vj siddhu prank', 'vjsiddhuvlogs', 'funvlogs', 'kovai virundhu', 'coimbatore virundhu', 'vjsiddhu 3million celebration', 'vjsiddhu virundhu', 'vjsiddhu Coimbatore virundhu', 'vjsiddhuvlogs 3million celebration', 'vj siddhu virundhu', 'Kovai virundhu']",PT18M48S,hd,true,1990513,179569,0,0,1767
